"count","genus","species","subspecies"
1,"Alkalihalobacillus","algicola",""
1,"Frondihabitans","australicus",""
1,"Paenibacillus","shirakamiensis",""
1,"Streptococcus","downei",""
2,"Carnobacterium","gallinarum",""
2,"Rothia","aeria",""
1,"Listeria","booriae",""
1,"Secundilactobacillus","paracollinoides",""
1,"Stackebrandtia","nassauensis",""
1,"Nocardia","polyresistens",""
1,"Enterococcus","ratti",""
1,"Brevibacillus","reuszeri",""
1,"Leuconostoc","inhae",""
1,"Donghicola","eburneus",""
2,"Salmonella","enterica","diarizonae"
1,"Tsukamurella","spumae",""
2,"Achromobacter","insuavis",""
1,"Psychrobacillus","insolitus",""
1,"Pseudidiomarina","homiensis",""
1,"Nocardiopsis","baichengensis",""
1,"Cronobacter","zurichensis",""
1,"Actinomadura","vinacea",""
1,"Gluconacetobacter","sacchari",""
1,"Blautia","schinkii",""
1,"Brevundimonas","bacteroides",""
1,"Sphingobacterium","lactis",""
1,"Priestia","megaterium",""
2,"Leifsonia","aquatica",""
1,"Pedobacter","nyackensis",""
1,"Enterobacter","ludwigii",""
1,"Methylocella","silvestris",""
1,"Ruegeria","atlantica",""
3,"Actinomadura","madurae",""
1,"Bacillus","marisflavi",""
1,"Fusobacterium","equinum",""
1,"Microbacterium","chocolatum",""
1,"Taylorella","asinigentalis",""
1,"Vibrio","tasmaniensis",""
1,"Flavobacterium","fluminis",""
1,"Flavobacterium","segetis",""
1,"Levilactobacillus","cerevisiae",""
1,"Avibacterium","avium",""
2,"Pseudoglutamicibacter","albus",""
3,"Enterococcus","cecorum",""
1,"Curtobacterium","citreum",""
1,"Vibrio","rarus",""
1,"Limnobacter","litoralis",""
1,"Pseudomonas","butanavora",""
1,"Aeromonas","schubertii",""
1,"Geobacillus","vulcani",""
1,"Streptomyces","setonii",""
1,"Macrococcus","hajekii",""
1,"Companilactobacillus","versmoldensis",""
1,"Massilia","alkalitolerans",""
1,"Xenorhabdus","mauleonii",""
1,"Marinilactibacillus","piezotolerans",""
2,"Acinetobacter","towneri",""
1,"Marinobacter","maritimus",""
1,"Carnobacterium","viridans",""
2,"Rothia","dentocariosa",""
1,"Bacillus","infantis",""
1,"Crocinitomix","catalasitica",""
1,"Paenibacillus","xylanexedens",""
1,"Streptomyces","albidus",""
1,"Legionella","cincinnatiensis",""
1,"Clostridium","estertheticum","estertheticum"
1,"Flavobacterium","soli",""
1,"Mycobacterium","malmoense",""
1,"Fusobacterium","necrophorum","necrophorum"
4,"Leuconostoc","mesenteroides",""
2,"Loigolactobacillus","bifermentans",""
1,"Mucilaginibacter","auburnensis",""
1,"Macrococcus","lamae",""
1,"Photobacterium","iliopiscarium",""
1,"Psychrobacter","alimentarius",""
18,"Clostridium","perfringens",""
1,"Pseudomonas","salomonii",""
1,"Streptococcus","bovis",""
1,"Sphingomonas","asaccharolytica",""
1,"Actinoallomurus","spadix",""
1,"Lactiplantibacillus","modestisalitolerans",""
1,"Streptomyces","luteireticuli",""
2,"Novispirillum","itersonii","itersonii"
1,"Lactiplantibacillus","mudanjiangensis",""
1,"Halotalea","alkalilenta",""
1,"Lactiplantibacillus","plajomi",""
1,"Pseudovibrio","denitrificans",""
1,"Nocardia","leishmanii",""
10,"Myroides","odoratimimus",""
1,"Agromyces","hippuratus",""
1,"Pseudoxanthomonas","broegbernensis",""
5,"Edwardsiella","tarda",""
1,"Leucobacter","celer","astrifaciens"
1,"Acidaminococcus","fermentans",""
1,"Marinobacter","adhaerens",""
1,"Photorhabdus","tasmaniensis",""
1,"Aromatoleum","toluolicum",""
1,"Microbacterium","aerolatum",""
1,"Alcanivorax","xenomutans",""
1,"Exiguobacterium","antarcticum",""
1,"Eubacterium","brachy",""
1,"Klebsiella","africana",""
3,"Limosilactobacillus","ingluviei",""
1,"Fictibacillus","phosphorivorans",""
1,"Pedobacter","suwonensis",""
1,"Halomonas","almeriensis",""
1,"Ligilactobacillus","salivarius",""
1,"Enterocloster","lavalensis",""
1,"Pseudoalteromonas","mariniglutinosa",""
1,"Oceanobacillus","profundus",""
1,"Algoriphagus","ratkowskyi",""
1,"Carnobacterium","alterfunditum",""
1,"Lysobacter","niastensis",""
1,"Terrisporobacter","glycolicus",""
1,"Actinobacillus","minor",""
1,"Erwinia","mallotivora",""
1,"Spirosoma","linguale",""
1,"Lactococcus","hircilactis",""
1,"Corynebacterium","testudinoris",""
1,"Oceanicaulis","alexandrii",""
1,"Halomonas","lysinitropha",""
1,"Ruegeria","salexigens",""
1,"Treponema","refringens",""
2,"Actinomyces","bovis",""
1,"Ochrobactrum","tritici",""
1,"Agromyces","rhizospherae",""
1,"Hungatella","hathewayi",""
52,"Leptospira","borgpetersenii",""
2,"Cedecea","genomospecies",""
1,"Bartonella","vinsonii","vinsonii"
1,"Parabacteroides","johnsonii",""
6,"Ornithobacterium","rhinotracheale",""
1,"Microbulbifer","salipaludis",""
1,"Microbacterium","aurum",""
1,"Halothiobacillus","neapolitanus",""
1,"Paenibacillus","assamensis",""
1,"Nocardia","vermiculata",""
1,"Paenibacillus","puldeungensis",""
1,"Shewanella","amazonensis",""
1,"Secundilactobacillus","oryzae",""
1,"Bacillus","cellulosilyticus",""
1,"Fusobacterium","necrophorum","funduliforme"
1,"Rhodococcus","triatomae",""
1,"Maribacter","aquivivus",""
1,"Streptomyces","thioluteus",""
1,"Brenneria","salicis",""
1,"Pediococcus","damnosus",""
1,"Paenibacillus","tianmuensis",""
1,"Nonomuraea","roseoviolacea","roseoviolacea"
2,"Gallibacterium","anatis",""
1,"Bacillus","carboniphilus",""
1,"Flavobacterium","reichenbachii",""
1,"Lactobacillus","pasteurii",""
1,"Polynucleobacter","duraquae",""
2,"Companilactobacillus","farciminis",""
1,"Amycolatopsis","japonica",""
1,"Enterovibrio","calviensis",""
1,"Morganella","psychrotolerans",""
1,"Gordonia","rhizosphera",""
1,"Paenibacillus","tundrae",""
1,"Citreimonas","salinaria",""
4,"Enterocloster","bolteae",""
2,"Bosea","massiliensis",""
1,"Lactobacillus","paracasei",""
1,"Sphingobacterium","zeae",""
3,"Kurthia","zopfii",""
3,"Corynebacterium","falsenii",""
1,"Legionella","drozanskii",""
1,"Flavobacterium","denitrificans",""
1,"Georgenia","muralis",""
1,"Paenibacillus","agaridevorans",""
1,"Gemella","palaticanis",""
1,"Psychrobacillus","psychrodurans",""
1,"Sutterella","morbirensis",""
1,"Chromohalobacter","beijerinckii",""
1,"Microbacterium","maritypicum",""
1,"Devosia","limi",""
1,"Varibaculum","cambriense",""
1,"Comamonas","aquatilis",""
1,"Microlunatus","phosphovorus",""
1,"Levilactobacillus","parabrevis",""
11,"Actinomyces","naeslundii",""
1,"Chryseobacterium","gregarium",""
1,"Campylobacter","armoricus",""
1,"Mycolicibacterium","boenickei",""
1,"Pseudoalteromonas","ruthenica",""
1,"Algoriphagus","winogradskyi",""
1,"Bradyrhizobium","yuanmingense",""
1,"Mycolicibacterium","rhodesiae",""
1,"Lentilactobacillus","otakiensis",""
1,"Paeniglutamicibacter","sulfureus",""
12,"Enterobacter","cloacae",""
1,"Fusobacterium","nucleatum","vincentii"
1,"Telluria","mixta",""
1,"Methylorubrum","zatmanii",""
1,"Bacillus","chagannorensis",""
1,"Tannerella","forsythia",""
1,"Tamlana","crocina",""
2,"Mycoplasmoides","gallisepticum",""
1,"Paraburkholderia","oxyphila",""
3,"Actinobacillus","pleuropneumoniae",""
1,"Paraburkholderia","lycopersici",""
1,"Ignatzschineria","massiliensis",""
1,"Leucobacter","musarum","musarum"
1,"Ligilactobacillus","ceti",""
1,"Flavobacterium","lindanitolerans",""
1,"Hydrogenophaga","taeniospiralis",""
1,"Comamonas","zonglianii",""
3,"Capnocytophaga","haemolytica",""
1,"Melitea","salexigens",""
1,"Polynucleobacter","sphagniphilus",""
1,"Eisenibacter","elegans",""
10,"Clostridioides","difficile",""
1,"Leptospira","genomospecies1",""
1,"Nocardioides","dubius",""
3,"Staphylococcus","sciuri","rodentium"
1,"Legionella","fairfieldensis",""
1,"Edwardsiella","ictaluri",""
1,"Photobacterium","kishitanii",""
1,"Brachybacterium","alimentarium",""
1,"Leptospira","kobayashii",""
1,"Leptospira","andrefontaineae",""
2,"Pseudomonas","gessardii",""
2,"Pseudoalteromonas","luteoviolacea",""
2,"Gluconobacter","frateurii",""
1,"Bosea","minatitlanensis",""
2,"Leptospira","santarosai","onicas"
1,"Lechevalieria","aerocolonigenes",""
1,"Roseomonas","terpenica",""
1,"Staphylococcus","succinus","succinus"
1,"Enterococcus","gilvus",""
1,"Staphylococcus","edaphicus",""
1,"Guggenheimella","bovis",""
1,"Nocardiopsis","dassonvillei","albirubida"
1,"Chryseobacterium","molle",""
1,"Devosia","neptuniae",""
1,"Halomonas","marisflavi",""
1,"Vagococcus","fessus",""
1,"Neisseria","polysaccharea",""
3,"Pseudomonas","marginalis",""
1,"Brenneria","rubrifaciens",""
1,"Cardiobacterium","valvarum",""
1,"Paucilactobacillus","suebicus",""
5,"Rahnella","aquatilis",""
1,"Streptomyces","ambofaciens",""
1,"Leptospira","levettii",""
1,"Thalassobius","gelatinovorus",""
1,"Burkholderia","pyrrocinia",""
1,"Kordiimonas","gwangyangensis",""
1,"Mycobacterium","neglectum",""
13,"Vibrio","parahaemolyticus",""
1,"Bifidobacterium","scardovii",""
1,"Citrobacter","portucalensis",""
1,"Devosia","riboflavina",""
1,"Tatumella","punctata",""
1,"Ligilactobacillus","saerimneri",""
1,"Halomonas","neptunia",""
1,"Brevibacterium","picturae",""
1,"Microbacterium","gubbeenense",""
1,"Photobacterium","angustum",""
1,"Helicobacter","cholecystus",""
1,"Actinomyces","oricola",""
1,"Thermobifida","fusca",""
1,"Pandoraea","pulmonicola",""
1,"Granulosicoccus","coccoides",""
6,"Histophilus","somni",""
1,"Mycolicibacterium","parafortuitum",""
1,"Saccharibacillus","endophyticus",""
1,"Herbaspirillum","hiltneri",""
1,"Virgisporangium","aurantiacum",""
1,"Leptospira","stimsonii",""
1,"Natrialba","magadii",""
1,"Enterobacter","kobei",""
1,"Aquamicrobium","lusatiense",""
4,"Haemophilus","parainfluenzae","unknown"
1,"Prolinoborus","fasciculus",""
1,"Xenorhabdus","szentirmaii",""
1,"Paenibacillus","sepulcri",""
1,"Bacillus","sonorensis",""
1,"Mycoplasma","yeatsii",""
1,"Oceanisphaera","litoralis",""
1,"Aeromonas","caviae",""
1,"Mycolicibacterium","monacense",""
1,"Clostridium","fimetarium",""
1,"Leptotrichia","buccalis",""
3,"Allorhizobium","vitis",""
1,"Lacrimispora","saccharolytica",""
1,"Neptunomonas","naphthovorans",""
1,"Microbacterium","aquimaris",""
1,"Yersinia","vastinensis",""
1,"Halobacillus","karajensis",""
1,"Amycolatopsis","keratiniphila","keratiniphila"
1,"Erysipelothrix","inopinata",""
1,"Buttiauxella","ferragutiae",""
1,"Kribbella","koreensis",""
1,"Roseomonas","aerilata",""
8,"Cellulosimicrobium","funkei",""
2,"Streptobacillus","felis",""
1,"Kocuria","koreensis",""
1,"Neobacillus","drentensis",""
2,"Schleiferilactobacillus","harbinensis",""
1,"Neobacillus","vireti",""
3,"Serratia","plymuthica",""
1,"Photorhabdus","kayaii",""
1,"Halomonas","boliviensis",""
2,"Enterococcus","italicus",""
1,"Pseudarthrobacter","polychromogenes",""
1,"Polynucleobacter","wuianus",""
1,"Staphylococcus","argenteus",""
1,"Arthrobacter","crystallopoietes",""
1,"Clostridium","tetanomorphum",""
1,"Xenorhabdus","bovienii",""
8,"Actinomyces","turicensis",""
4,"Staphylococcus","sciuri","sciuri"
1,"Mycolicibacterium","rufum",""
1,"Aeromonas","salmonicida","achromogenes"
1,"Acinetobacter","boissieri",""
1,"Aquimonas","voraii",""
1,"Paracoccus","homiensis",""
2,"Microvirgula","aerodenitrificans",""
1,"Paucilactobacillus","nenjiangensis",""
2,"Legionella","feeleii",""
1,"Flavobacterium","terrae",""
1,"Brachybacterium","fresconis",""
1,"Yangia","pacifica",""
1,"Curvibacter","lanceolatus",""
1,"Listeria","marthii",""
1,"Flavobacterium","rivuli",""
3,"Pasteurella","multocida","septica"
1,"Leptospira","ilyithenensis",""
1,"Chryseobacterium","treverense",""
1,"Buttiauxella","brennerae",""
1,"Gracilibacillus","orientalis",""
17,"Burkholderia","cepacia",""
1,"Veillonella","magna",""
1,"Pseudochelatococcus","lubricantis",""
1,"Alteromonas","addita",""
1,"Psychromonas","ingrahamii",""
1,"Zobellia","amurskyensis",""
1,"Atopobium","fossor",""
1,"Leifsonia","bigeumensis",""
1,"Glutamicibacter","mysorens",""
5,"Corynebacterium","macginleyi",""
1,"Pseudoxanthobacter","soli",""
7,"Nocardia","brasiliensis",""
1,"Sphingomonas","oligophenolica",""
1,"Brachybacterium","muris",""
1,"Polynucleobacter","difficilis",""
1,"Bacillus","shackletonii",""
7,"Neisseria","weaveri",""
1,"Nocardia","kruczakiae",""
1,"Nonomuraea","ferruginea",""
1,"Streptomyces","luteosporeus",""
1,"Hydrogenophaga","intermedia",""
1,"Flavobacterium","sinopsychrotolerans",""
1,"Rhodoblastus","acidophilus",""
1,"Listeria","thailandensis",""
1,"Ensifer","fredii",""
2,"Marinilactibacillus","psychrotolerans",""
1,"Coprobacillus","cateniformis",""
1,"Nocardia","salmonicolor","aurantiaca"
2,"Novosphingobium","aromaticivorans",""
1,"Psychrobacter","glaciei",""
1,"Enterococcus","devriesei",""
1,"Modestobacter","multiseptatus",""
1,"Novosphingobium","pentaromativorans",""
4,"Actinomyces","radingae",""
1,"Amycolatopsis","palatopharynghis",""
1,"Kluyvera","georgiana",""
12,"Paenibacillus","larvae",""
1,"Paraburkholderia","silvatlantica",""
1,"Levilactobacillus","namurensis",""
2,"Moellerella","wisconsensis",""
1,"Finegoldia","magna",""
1,"Nocardia","africana",""
1,"Campylobacter","hepaticus",""
1,"Aquaspirillum","elegans",""
1,"Flavobacterium","banpakuense",""
7,"Lentilactobacillus","buchneri",""
2,"Corynebacterium","variabile",""
1,"Brucella","grignonensis",""
1,"Mycetohabitans","rhizoxinica",""
1,"Pseudomonas","migulae",""
1,"Thiobacillus","denitrificans",""
1,"Paenibacillus","jilunlii",""
1,"Corynebacterium","felinum",""
1,"Komagataeibacter","saccharivorans",""
1,"Pseudoalteromonas","rubra",""
1,"Paraburkholderia","caballeronis",""
1,"Erythrobacter","litoralis",""
1,"Zymomonas","mobilis","francensis"
1,"Weissella","halotolerans",""
1,"Sphingomonas","molluscorum",""
1,"Halomonas","anticariensis",""
1,"Halobacillus","kuroshimensis",""
1,"Nocardia","asiatica",""
1,"Afipia","quartiernordensis",""
1,"Eubacterium","limosum",""
1,"Bacillus","gaemokensis",""
1,"Anaeroarcus","burkinensis",""
1,"Arthrobacter","psychrophenolicus",""
1,"Curtobacterium","plantarum",""
1,"Rhodoglobus","vestalii",""
1,"Veillonella","seminalis",""
3,"Cedecea","lapagei",""
1,"Aquisalimonas","asiatica",""
1,"Chitinibacter","tainanensis",""
1,"Curtobacterium","flaccumfaciens","poinsettiae"
1,"Pseudomonas","vranovensis",""
1,"Streptomyces","pathocidini",""
1,"Citricoccus","alkalitolerans",""
5,"Bartonella","rattaustraliani",""
1,"Shewanella","fidelis",""
1,"Neisseria","dentiae",""
2,"Serratia","liquefaciens",""
3,"Enterococcus","durans",""
1,"Chryseobacterium","piscium",""
1,"Mycoplasmopsis","arginini",""
1,"Paenibacillus","lolii",""
1,"Aquabacterium","citratiphilum",""
1,"Acidaminobacter","hydrogenoformans",""
1,"Gleimia","coleocanis",""
20,"Bordetella","bronchiseptica",""
1,"Sphingomonas","rubra",""
1,"Dialister","pneumosintes",""
1,"Cupriavidus","necator",""
1,"Pseudomonas","mandelii",""
1,"Bacteroides","eggerthii",""
1,"Bacillus","farraginis",""
3,"Prevotella","timonensis",""
1,"Clostridium","cochlearium",""
1,"Marinomonas","vaga",""
9,"Chryseobacterium","gleum",""
1,"Flexithrix","dorotheae",""
1,"Mycobacterium","xenopi",""
3,"Streptomyces","scabiei",""
1,"Staphylococcus","kloosii",""
1,"Psychrobacter","faecalis",""
1,"Rhodovulum","visakhapatnamense",""
1,"Paenarthrobacter","histidinolovorans",""
1,"Actinoalloteichus","hymeniacidonis",""
1,"Slackia","faecicanis",""
3,"Erwinia","aphidicola",""
1,"Ahrensia","kielensis",""
1,"Cutibacterium","granulosum",""
1,"Curvibacter","gracilis",""
1,"Achromobacter","anxifer",""
1,"Nocardia","thailandica",""
1,"Mannheimia","glucosida",""
1,"Volucribacter","psittacicida",""
1,"Clostridium","pascui",""
1,"Staphylococcus","fleurettii",""
1,"Psychrobacter","glacincola",""
2,"Yersinia","massiliensis",""
9,"Granulicatella","adiacens",""
1,"Mannheimia","ruminalis",""
1,"Cytobacillus","oceanisediminis",""
981,"Bacillus","cereus",""
1,"Chryseobacterium","luteum",""
1,"Aequorivita","antarctica",""
1,"Lactococcus","plantarum",""
4,"Haemophilus","aegyptius",""
1,"Prauserella","rugosa",""
1,"Bacillus","mannanilyticus",""
6,"Actinobacillus","suis",""
1,"Sphingomonas","pituitosa",""
1,"Streptococcus","pseudopneumoniae",""
1,"Leuconostoc","fructosus",""
1,"Chryseobacterium","ginsenosidimutans",""
1,"Microvirga","flocculans",""
1,"Psychrobacter","marincola",""
1,"Stenotrophomonas","lactitubi",""
1,"Acetobacter","syzygii",""
1,"Leminorella","grimontii",""
10,"Alcaligenes","faecalis","faecalis"
15,"Leuconostoc","lactis",""
1,"Clostridium","scindens",""
1,"Pseudonocardia","kongjuensis",""
1,"Chryseobacterium","taichungense",""
1,"Moorella","thermoacetica",""
1,"Nocardioides","insulae",""
1,"Aequorivita","sublithincola",""
1,"Brevifollis","gellanilyticus",""
2,"Ralstonia","insidiosa",""
1,"Leptospira","yasudae",""
1,"Agrilactobacillus","composti",""
1,"Furfurilactobacillus","rossiae",""
1,"Streptomyces","hygroscopicus","ascomyceticus"
3,"Mycolicibacterium","tusciae",""
1,"Sphingobium","xenophagum",""
1,"Cellulomonas","bibula",""
1,"Corynebacterium","atypicum",""
1,"Corynebacterium","mycetoides",""
1,"Virgibacillus","carmonensis",""
7,"Lactobacillus","delbrueckii","lactis"
1,"Micromonospora","endolithica",""
1,"Rhizobium","yanglingense",""
3,"Staphylococcus","xylosus",""
1,"Pseudoxanthomonas","spadix",""
1,"Cellulophaga","baltica",""
2,"Acetobacter","cerevisiae",""
1,"Flavobacterium","aquidurense",""
1,"Hamadaea","tsunoensis",""
1,"Prevotella","albensis",""
3,"Bordetella","avium",""
1,"Polynucleobacter","acidiphobus",""
1,"Sphingomonas","glacialis",""
1,"Dialister","invisus",""
1,"Amycolatopsis","sacchari",""
1,"Kribbella","solani",""
1,"Planococcus","antarcticus",""
1,"Vibrio","inusitatus",""
2,"Mycobacterium","scrofulaceum",""
1,"Oceanimonas","doudoroffii",""
1,"Lentibacillus","salicampi",""
1,"Lactobacillus","hamsteri",""
1,"Corynebacterium","bovis",""
1,"Nocardia","testacea",""
3,"Acinetobacter","tjernbergiae",""
1,"Neobacillus","fumarioli",""
1,"Peptostreptococcus","anaerobius",""
3,"Bordetella","trematum",""
34,"Moraxella","osloensis",""
1,"Hymenobacter","psychrophilus",""
1,"Paracoccus","seriniphilus",""
1,"Brachyspira","intermedia",""
1,"Legionella","tucsonensis",""
1,"Mycolicibacterium","peregrinum",""
1,"Sphingomonas","aestuarii",""
1,"Bacillus","horti",""
1,"Pseudaminobacter","salicylatoxidans",""
3,"Pasteurella","multocida","gallicida"
1,"Pandoraea","norimbergensis",""
1,"Agromyces","luteolus",""
3,"Enterococcus","hirae",""
1,"Sphingomonas","parapaucimobilis",""
1,"Aeromonas","hydrophila","helicae"
1,"Mycolicibacterium","aromaticivorans",""
1,"Parabacteroides","distasonis",""
1,"Flammeovirga","yaeyamensis",""
1,"Alloiococcus","otitis",""
1,"Reichenbachiella","agariperforans",""
1,"Malikia","granosa",""
1,"Staphylococcus","succinus","casei"
1,"Metabacillus","crassostreae",""
1,"Oerskovia","paurometabola",""
1,"Sphingomonas","insulae",""
4,"Streptococcus","equi","equi"
1,"Nocardiopsis","aegyptia",""
1,"Microbacterium","terregens",""
1,"Pseudoalteromonas","tunicata",""
1,"Jannaschia","helgolandensis",""
1,"Corynebacterium","sphenisci",""
1,"Nonomuraea","fastidiosa",""
1,"Paenibacillus","sacheonensis",""
1,"Clostridium","aurantibutyricum",""
1,"Thalassobius","mediterraneus",""
1,"Flavobacterium","tegetincola",""
1,"Chryseobacterium","greenlandense",""
1,"Hymenobacter","ocellatus",""
1,"Ornithinimicrobium","kibberense",""
1,"Shewanella","olleyana",""
1,"Tenacibaculum","mesophilum",""
1,"Hydrogenophaga","atypica",""
1,"Natronorubrum","bangense",""
1,"Roseomonas","ludipueritiae",""
1,"Kerstersia","similis",""
1,"Natrinema","pallidum",""
1,"Nakamurella","flavida",""
1,"Shewanella","decolorationis",""
1,"Bizionia","algoritergicola",""
1,"Allomonas","enterica",""
1,"Corynebacterium","appendicis",""
2,"Gordonia","alkanivorans",""
1,"Brucella","anthropi",""
1,"Paenibacillus","lautus",""
1,"Amycolatopsis","balhimycina",""
1,"Vibrio","neptunius",""
1,"Komagataeibacter","europaeus",""
5,"Brevibacillus","laterosporus",""
1,"Lactobacillus","bombicola",""
1,"Nocardia","salmonicida",""
1,"Burkholderia","ambifaria",""
1,"Mycolicibacterium","wolinskyi",""
3,"Leptonema","illini",""
1,"Vibrio","hepatarius",""
1,"Mycobacterium","conspicuum",""
1,"Streptococcus","macacae",""
3,"Corynebacterium","sundsvallense",""
12,"Bacillus","pumilus",""
44,"Lactobacillus","gasseri",""
1,"Mycolicibacter","algericus",""
1,"Brevibacterium","luteolum",""
1,"Microcella","alkaliphila",""
1,"Riemerella","columbina",""
2,"Facklamia","ignava",""
14,"Acinetobacter","parvus",""
3,"Legionella","longbeachae",""
1,"Alicyclobacillus","acidoterrestris",""
1,"Arthrobacter","parietis",""
1,"Sporosarcina","psychrophila",""
1,"Azohydromonas","australica",""
5,"Vibrio","vulnificus",""
1,"Paraburkholderia","terrae",""
1,"Anaerocolumna","aminovalerica",""
1,"Agromyces","lapidis",""
13,"Acinetobacter","ursingii",""
1,"Amycolatopsis","echigonensis",""
2,"Acidithiobacillus","thiooxidans",""
12,"Corynebacterium","pseudodiphtheriticum",""
1,"Prevotella","oris",""
1,"Millisia","brevis",""
1,"Bacillus","caldolyticus",""
1,"Shimwellia","pseudoproteus",""
1,"Defluviicoccus","vanus",""
1,"Marinomonas","primoryensis",""
2,"Lactobacillus","paralimentarius",""
5,"Bacillus","atrophaeus",""
1,"Mesorhizobium","mediterraneum",""
1,"Cedecea","neteri",""
17,"Stenotrophomonas","maltophilia",""
1,"Thermus","thermophilus",""
1,"Streptomyces","alboflavus",""
1,"Bordetella","sputigena",""
1,"Chryseobacterium","taeanense",""
7,"Pseudoalteromonas","atlantica",""
1,"Salinicoccus","alkaliphilus",""
1,"Arenibacter","palladensis",""
1,"Prevotella","nanceiensis",""
1,"Paenibacillus","pabuli",""
1,"Gelidibacter","mesophilus",""
1,"Sediminibacillus","albus",""
1,"Corynebacterium","thomssenii",""
1,"Paenibacillus","faecis",""
1,"Propionibacterium","australiense",""
1,"Pseudoalteromonas","aliena",""
1,"Microbacterium","ketosireducens",""
1,"Bacillus","thuringiensis","tolworthi"
1,"Streptomyces","hygroscopicus","enhygrus"
1,"Psychrobacter","fozii",""
1,"Kineococcus","radiotolerans",""
2,"Micrococcus","lylae",""
1,"Ensifer","adhaerens",""
1,"Oceanobacillus","locisalsi",""
1,"Gordonia","namibiensis",""
1,"Pseudomonas","agarici",""
1,"Sphingomonas","natatoria",""
1,"Streptomyces","seoulensis",""
1,"Myroides","pelagicus",""
1,"Erwinia","toletana",""
1,"Chryseobacterium","formosense",""
1,"Xanthobacter","aminoxidans",""
1,"Mesobacillus","thioparans",""
1,"Prevotella","enoeca",""
1,"Pseudomonas","straminea",""
64,"Enterococcus","faecium",""
1,"Nocardioides","alkalitolerans",""
4,"Aeromonas","punctata",""
1,"Micromonospora","eburnea",""
1,"Nocardioides","aquaticus",""
1,"Acidomonas","methanolica",""
1,"Sporomusa","massiliensis",""
1,"Pseudomonas","borbori",""
1,"Mycoplasma","cottewii",""
1,"Ligilactobacillus","animalis",""
1,"Mycolicibacterium","fallax",""
15,"Shigella","sonnei",""
2,"Rothia","kristinae",""
1,"Tsukamurella","ocularis",""
1,"Natrialba","asiatica",""
5,"Photobacterium","damselae","damselae"
1,"Marinospirillum","megaterium",""
1,"Zoogloea","ramigera",""
1,"Psychrobacter","aquaticus",""
2,"Campylobacter","concisus",""
1,"Streptococcus","urinalis",""
4,"Sphingomonas","paucimobilis",""
1,"Clostridium","thiosulfatireducens",""
2,"Latilactobacillus","fuchuensis",""
1,"Gluconobacter","thailandicus",""
1,"Amycolatopsis","nigrescens",""
1,"Paenibacillus","agarexedens",""
1,"Gordonia","hirsuta",""
1,"Idiomarina","zobellii",""
1,"Bacillus","hemicellulosilyticus",""
1,"Shewanella","sediminis",""
1,"Streptomyces","speibonae",""
1,"Corynebacterium","acetoacidophilum",""
7,"Yersinia","enterocolitica","enterocolitica"
6,"Enterobacter","asburiae",""
1,"Alloscardovia","omnicolens",""
1,"Rouxiella","badensis",""
1,"Enterococcus","faecalis","doublon"
1,"Lactobacillus","delbrueckii",""
1,"Jeotgalicoccus","coquinae",""
1,"Halobacillus","trueperi",""
11,"Microbacterium","oxydans",""
1,"Actinopolymorpha","singaporensis",""
1,"Lentilactobacillus","rapi",""
1,"Bizionia","saleffrena",""
4,"Streptobacillus","moniliformis",""
1,"Nocardia","alba",""
1,"Streptomonospora","alba",""
1,"Yersinia","occitanica",""
1,"Moritella","abyssi",""
1,"Leptospira","tipperaryensis",""
2,"Virgibacillus","halophilus",""
1,"Lacrimispora","sphenoides",""
1,"Aeromonas","media",""
1,"Lactobacillus","psittaci",""
3,"Proteus","genomospecies",""
9,"Pediococcus","pentosaceus",""
1,"Mycobacterium","stomatepiae",""
1,"Mycobacterium","basiliense",""
1,"Zimmermannella","helvola",""
1,"Leptospira","bouyouniensis",""
2,"Brevibacillus","agri",""
7,"Actinomyces","israelii",""
8,"Streptococcus","porcinus",""
1,"Streptobacillus","canis",""
1,"Vibrio","xuii",""
1,"Psychrobacter","aquimaris",""
2,"Companilactobacillus","alimentarius",""
1,"Paenibacillus","lupini",""
1,"Kitasatospora","aureofaciens",""
8,"Capnocytophaga","ochracea",""
1,"Bacillus","vedderi",""
1,"Pseudomonas","congelans",""
1,"Hyalangium","minutum",""
1,"Oerskovia","enterophila",""
1,"Friedmanniella","lacustris",""
1,"Tepidiphilus","succinatimandens",""
1,"Flavobacterium","cucumis",""
5,"Metamycoplasma","arthritidis",""
1,"Streptomyces","albidoflavus",""
1,"Paenibacillus","sediminis",""
4,"Vibrio","harveyi",""
1,"Pseudomonas","corrugata",""
2,"Cellvibrio","mixtus","mixtus"
1,"Terracoccus","luteus",""
1,"Massilia","niastensis",""
1,"Legionella","fallonii",""
1,"Lysobacter","defluvii",""
4,"Enterococcus","mundtii",""
2,"Acinetobacter","pittii-like",""
1,"Chryseobacterium","rhizosphaerae",""
4,"Vibrio","halioticoli",""
9,"Microbacterium","imperiale",""
1,"Corynebacterium","lactis",""
1,"Halomonas","halophila",""
1,"Limosilactobacillus","equigenerosi",""
1,"Arcobacter","butzleri",""
2,"Veillonella","montpellierensis",""
1,"Loigolactobacillus","coryniformis","coryniformis"
1,"Veillonella","atypica",""
1,"Yersinia","wautersii",""
2,"Paenibacillus","azotofixans",""
1,"Metabacillus","litoralis",""
1,"Bifidobacterium","gallicum",""
1,"Xenorhabdus","hominickii",""
1,"Nocardia","ninae",""
1,"Corynebacterium","suicordis",""
1,"Pandoraea","apista",""
